Rank	Game	Score	VoteCount	Years
99	Firewatch	8.1	89051	2016
100	Stephen's Sausage Roll	8.1	1708	2016
101	Hue	8.09	10380	2016
102	Creeper World: Anniversary Edition	8.09	879	2016
103	Out There Somewhere	8.09	6912	2016
104	Samorost 3	8.09	4961	2016
105	Khimera: Destroy All Monster Girls	8.09	1366	2016
106	Hearts of Iron IV	8.09	336345	2016
107	Titan Quest Anniversary Edition	8.08	35258	2016
108	Brief Karate Foolish	8.08	2707	2016
109	IMSCARED	8.08	3134	2016
110	Highway Blossoms	8.08	2601	2016
111	DoDonPachi Resurrection	8.06	947	2016
112	DRAGON BALL XENOVERSE 2	8.06	52365	2016
113	Melty Blood Actress Again Current Code	8.06	4477	2016
114	ACE Academy	8.06	1458	2016
115	Rec Room	8.06	70088	2016
116	Poly Bridge	8.06	17510	2016
117	N++ (NPLUSPLUS)	8.06	3168	2016
118	Motorsport Manager	8.06	13537	2016
119	Melody's Escape	8.06	4824	2016
120	Bloons TD Battles	8.05	29076	2016
121	Oxenfree	8.05	11804	2016
122	Ara Fell: Enhanced Edition	8.05	2135	2016
123	FORTIFY	8.04	2134	2016
124	Zombie Night Terror	8.03	3617	2016
125	The Count Lucanor	8.03	2664	2016
126	Chicken Invaders 2	8.02	539	2016
127	Picross Touch	8.02	1671	2016
128	Season of 12 Colors	8.02	2020	2016
129	POSTAL Redux	8.01	6589	2016
130	Supipara - Chapter 1 Spring Has Come!	8.01	258	2016
131	Deathsmiles	8.01	538	2016
132	ICEY	8.01	26779	2016
133	Lara Croft GO	8	3715	2016
134	Dishonored 2	8	62272	2016
135	Furi	8	12040	2016
136	Lazerbait	8	504	2016
137	Muv-Luv (マブラヴ)	8	1604	2016
138	Flowers -Le volume sur printemps-	8	1734	2016
139	GAROU: MARK OF THE WOLVES	7.99	946	2016
140	Wild Animal Racing	7.99	2673	2016
141	We Know the Devil	7.99	1043	2016
142	Harmonia	7.98	730	2016
143	Orwell: Keeping an Eye On You	7.98	14871	2016
144	Slayaway Camp	7.98	839	2016
145	Valley	7.98	6580	2016
146	Downfall	7.97	1462	2016
147	Tricky Towers	7.97	15538	2016
148	Accounting (Legacy)	7.97	2520	2016
149	FINAL FANTASY X/X-2 HD Remaster	7.97	19641	2016
150	Overcooked	7.97	15085	2016
151	Lost Lands: Mahjong	7.97	5286	2016
152	Tower Unite	7.97	20394	2016
153	Five Nights at Freddy's: Sister Location	7.96	11596	2016
154	Kathy Rain	7.96	3734	2016
155	Thumper	7.96	4185	2016
156	Karambola	7.96	357	2016
157	Princess Maker 2 Refine	7.95	1585	2016
158	UnReal World	7.95	1307	2016
159	Mimpi Dreams	7.95	1081	2016
160	Move or Die	7.95	23238	2016
161	The Last Door: Season 2 - Collector's Edition	7.94	912	2016
162	Salt and Sanctuary	7.93	20503	2016
163	Aragami	7.93	12721	2016
164	Crush Crush	7.93	27033	2016
165	The Lion's Song: Episode 1 - Silence	7.93	2217	2016
166	VOI	7.93	815	2016
167	Quern - Undying Thoughts	7.93	3521	2016
168	Hyperdimension Neptunia U: Action Unleashed	7.92	2989	2016
169	Disturbed	7.92	1801	2016
170	Curious Expedition	7.92	4244	2016
171	Killing Floor 2	7.92	126375	2016
172	Dragon's Dogma: Dark Arisen	7.92	46388	2016
173	Job Simulator	7.92	4938	2016
174	PAC-MAN 256	7.91	2071	2016
175	Heart's Medicine - Time to Heal	7.91	868	2016
176	I and Me	7.9	358	2016
177	Sid Meier’s Civilization® VI	7.9	346698	2016
178	Hustle Cat	7.89	1284	2016
179	Bot Vice	7.89	1393	2016
180	Mad Games Tycoon	7.89	4394	2016
181	Oh...Sir!! The Insult Simulator	7.89	3694	2016
182	Overload Playable Teaser 3.0	7.89	671	2016
183	Toonstruck	7.89	254	2016
184	SHENZHEN SOLITAIRE	7.89	205	2016
185	KNIGHTS	7.89	777	2016
186	Unravel	7.88	4980	2016
187	Layers of Fear (2016)	7.88	26550	2016
188	NEKOPALIVE	7.88	1483	2016
189	Earn to Die 2	7.88	1226	2016
190	Grow Up	7.87	1828	2016
191	Enigmatis 3: The Shadow of Karkhala	7.87	967	2016
192	Panzermadels: Tank Dating Simulator	7.87	1449	2016
193	VR The Diner Duo	7.87	427	2016
194	Mansions of Madness	7.87	1156	2016
195	Corona Blossom Vol.2 The Truth From Beyond	7.87	178	2016
196	Corinne Cross's Dead & Breakfast	7.86	141	2016
197	Allumette	7.86	605	2016
198	The Herbalist	7.86	699	2016
199	Corona Blossom Vol.1 Gift From the Galaxy	7.86	297	2016
200	Predynastic Egypt	7.86	1863	2016
201	Super Blue Boy Planet	7.86	2699	2016
202	Tadpole Treble	7.86	281	2016
203	Particle Fleet: Emergence	7.86	1217	2016
204	Stellaris	7.85	181519	2016
205	Helen's Mysterious Castle	7.85	853	2016
206	Mr. Massagy	7.85	217	2016
207	BlazBlue: Chronophantasma Extend	7.85	2826	2016
208	Polandball: Can into Space!	7.85	505	2016
209	Gnomes & Goblins (preview)	7.85	516	2016
210	Champions of Breakfast	7.85	184	2016
211	Chicken Assassin: Reloaded	7.84	974	2016
212	Mecha Ritz: Steel Rondo	7.84	132	2016
213	Battlefield™ 1	7.84	186077	2016
214	SENRAN KAGURA Bon Appétit! - Full Course	7.84	1029	2016
215	Eventide: Slavic Fable	7.84	815	2016
216	Memory Oblivion Box	7.84	1070	2016
217	Happy Room	7.84	2888	2016
218	Crashlands	7.83	6108	2016
219	Red Comrades Save the Galaxy: Reloaded	7.83	848	2016
220	Orbox C	7.83	249	2016
221	Floppy Heroes	7.83	366	2016
222	Ghost 1.0	7.83	2068	2016
223	Grim Legends 3: The Dark City	7.82	774	2016
224	Wand Wars	7.82	218	2016
225	The Dweller	7.82	630	2016
226	Meadow - A Shelter Game	7.82	5914	2016
227	IS Defense	7.82	1605	2016
228	Nurse Love Addiction	7.82	811	2016
229	Learn Japanese To Survive! Hiragana Battle	7.82	2055	2016
230	Xanadu Next	7.82	711	2016
231	Flamebreak	7.82	523	2016
232	Soda Drinker Pro	7.81	720	2016
233	RED	7.81	319	2016
234	Lost Lands: The Golden Curse Collector's Edition	7.81	484	2016
235	Sakura Dungeon	7.81	1893	2016
236	Wheely	7.81	195	2016
237	Nelly Cootalot: The Fowl Fleet	7.8	288	2016
238	Shantae: Half-Genie Hero	7.8	2382	2016
239	Duskers	7.8	2656	2016
240	Lucius Demake	7.8	554	2016
241	The Night Cafe: A VR Tribute to Vincent Van Gogh	7.8	273	2016
242	KARAKARA	7.8	1829	2016
243	Quadrilateral Cowboy	7.8	928	2016
244	The Sea Will Claim Everything	7.8	219	2016
245	Conan the mighty pig	7.8	1412	2016
246	Trick and Treat - Visual Novel	7.8	3595	2016
247	The Banner Saga 2	7.79	3595	2016
248	Zombo Buster Rising	7.79	574	2016
249	Ratz Instagib	7.79	3883	2016
250	Adam Wolfe	7.79	1116	2016
1	Hollow Knight	8.71	405203	2017
2	Slime Rancher	8.71	136192	2017
3	A Hat in Time	8.63	51446	2017
4	Doki Doki Literature Club!	8.62	209329	2017
5	Cuphead	8.6	181626	2017
6	Ravenfield	8.59	72591	2017
7	Divinity: Original Sin 2 - Definitive Edition	8.57	188779	2017
8	VTOL VR	8.56	19014	2017
9	Finding Paradise	8.54	18608	2017
10	Gorogoa	8.52	17671	2017
11	Resident Evil 7 Biohazard	8.48	95975	2017
12	CarX Drift Racing Online	8.47	82622	2017
13	West of Loathing	8.47	9675	2017
14	What Remains of Edith Finch	8.46	44126	2017
15	Little Nightmares	8.45	109047	2017
16	Rivals of Aether	8.45	35512	2017
17	Touhou Tenkuushou ~ Hidden Star in Four Seasons.	8.44	4484	2017
18	NEKOPARA Vol. 3	8.44	11860	2017
19	planetarian HD	8.41	2935	2017
20	Opus Magnum	8.4	5929	2017
21	Superflight	8.39	11220	2017
22	Hidden Folks	8.38	9228	2017
23	Kindergarten	8.37	8681	2017
24	Stick Fight: The Game	8.36	122178	2017
25	Rusted Warfare - RTS	8.35	6034	2017
26	Alien Swarm: Reactive Drop	8.34	22462	2017
27	Darkwood	8.34	21188	2017
28	Rain World	8.33	40318	2017
29	Raging Loop	8.33	7192	2017
30	Rakuen	8.31	5820	2017
31	Freddy Fazbear's Pizzeria Simulator	8.29	29895	2017
32	Orbt XL	8.28	3349	2017
33	SteamWorld Dig 2	8.28	7461	2017
34	Cinderella Phenomenon - Otome/Visual Novel	8.28	4029	2017
35	Dungeons 3	8.27	18325	2017
36	Total War: WARHAMMER II	8.27	124075	2017
37	Night in the Woods	8.27	18551	2017
38	Unturned	8.27	553756	2017
39	Sonic Mania	8.26	25853	2017
40	Cat Quest	8.26	9521	2017
41	Life is Strange: Before the Storm	8.26	37219	2017
42	Star of Providence	8.26	2746	2017
43	Kingdoms and Castles	8.24	29358	2017
44	SCP: Secret Laboratory	8.24	211027	2017
45	Spooky's Jump Scare Mansion: HD Renovation	8.23	3334	2017
46	Muv-Luv Alternative (マブラヴ オルタネイティヴ)	8.22	3049	2017
47	Crawl	8.22	7001	2017
48	Little Busters! English Edition	8.21	881	2017
49	Heat Signature	8.21	7115	2017
50	BlazBlue Centralfiction	8.2	10858	2017
51	Majotori	8.2	1892	2017
52	The Legend of Heroes: Trails of Cold Steel	8.2	5388	2017
53	Cattails | Become a Cat!	8.19	2577	2017
54	Bayonetta	8.19	28446	2017
55	OLDTV	8.18	5427	2017
56	Planescape: Torment: Enhanced Edition	8.18	4879	2017
57	Soda Dungeon	8.17	6134	2017
58	Angels with Scaly Wings™ / 鱗羽の天使	8.17	1680	2017
59	Pictopix	8.17	1338	2017
60	Cogmind	8.17	1757	2017
61	Battle Chef Brigade Deluxe	8.17	2603	2017
62	SENRAN KAGURA ESTIVAL VERSUS	8.17	5293	2017
63	X-Plane 11	8.17	18786	2017
64	Tametsi	8.16	1228	2017
65	The Evil Within 2	8.16	28660	2017
66	The Darkside Detective	8.16	4648	2017
67	Charlie Murder	8.16	2344	2017
68	Sudoku Universe / 数独宇宙	8.16	2891	2017
69	Draw Puzzle 画之谜	8.15	917	2017
70	Misao - 2024 HD Remaster	8.15	2258	2017
71	The Jackbox Party Pack 4	8.15	3217	2017
72	Zup! 7	8.14	2230	2017
73	Higurashi When They Cry Hou - Ch. 5 Meakashi	8.14	758	2017
74	Outlast 2	8.14	54894	2017
75	The Long Dark	8.14	109985	2017
76	Car Mechanic Simulator 2018	8.13	51216	2017
77	Sniper Elite 4	8.13	58759	2017
78	Meltys Quest	8.13	2116	2017
79	Linelight	8.12	1045	2017
80	Forts	8.12	21980	2017
81	A Sky Full of Stars 仰望夜空的星辰	8.12	927	2017
82	Pinkman	8.12	661	2017
83	Four Last Things	8.11	1376	2017
84	Zero Escape: The Nonary Games	8.11	6052	2017
85	Emily is Away Too	8.1	5946	2017
86	Prey	8.1	50275	2017
87	I Expect You To Die	8.1	2629	2017
88	Space Pirate Trainer	8.1	2820	2017
89	Aircar	8.09	2321	2017
90	MudRunner	8.09	36966	2017
91	Confess My Love	8.09	4721	2017
92	Symphonic Rain	8.09	896	2017
93	SeaBed	8.07	671	2017
94	Hellblade: Senua's Sacrifice	8.07	72954	2017
95	Ken Follett's The Pillars of the Earth	8.07	7020	2017
96	Tales of Berseria™	8.07	18304	2017
97	Umineko When They Cry - Answer Arcs	8.07	1231	2017
98	Okami HD	8.07	9667	2017
99	Thimbleweed Park™	8.06	3915	2017
100	Zombie Estate 2	8.06	669	2017
101	Subsurface Circular	8.06	1882	2017
102	Zup! 6	8.06	2458	2017
103	Zup! 5	8.06	2862	2017
104	The Legend of Heroes: Trails in the Sky the 3rd	8.05	2058	2017
105	Dominions 5 - Warriors of the Faith	8.05	2138	2017
106	Short Stories Collection of Class Tangerine	8.05	947	2017
107	WILL: A Wonderful World / WILL：美好世界	8.05	5368	2017
108	Banyu Lintar Angin - Little Storm -	8.05	862	2017
109	The Escapists 2	8.05	31659	2017
110	NEKO-NIN exHeart	8.05	982	2017
111	The End Is Nigh	8.04	3056	2017
112	The Dishwasher: Vampire Smile	8.04	1495	2017
113	Peace, Death!	8.04	2288	2017
114	Batman: The Enemy Within - The Telltale Series	8.04	9045	2017
115	Bleed 2	8.03	851	2017
116	家有大貓 Nekojishi	8.03	4134	2017
117	Colony Survival	8.02	8252	2017
118	Open Sorcery	8.02	348	2017
119	HIVESWAP: ACT 1	8.02	3941	2017
120	Paradigm	8.02	1572	2017
121	Nightshade／百花百狼	8.02	740	2017
122	We Were Here	8.01	29575	2017
123	Zup! Zero	8.01	2665	2017
124	theHunter: Call of the Wild™	8.01	175797	2017
125	寇莎梅特：困世迷情 Consummate:Missing World	8.01	1216	2017
126	Bai Qu: Hundreds of Melodies	8.01	693	2017
127	Bridge Constructor Portal	7.99	6512	2017
128	The Sexy Brutale	7.99	3766	2017
129	Under Leaves	7.99	747	2017
130	Dream Daddy: A Dad Dating Simulator	7.99	6053	2017
131	D&D Lords of Waterdeep	7.98	1536	2017
132	Sky Force Reloaded	7.98	2374	2017
133	ULTIMATE MARVEL VS. CAPCOM 3	7.98	6716	2017
134	Middle-earth™: Shadow of War™	7.97	105791	2017
135	Halo Wars: Definitive Edition	7.97	8435	2017
136	Wonderful Everyday Down the Rabbit-Hole	7.97	1845	2017
137	Lines X Free	7.97	1822	2017
138	Shigatari	7.96	273	2017
139	LEGO® City Undercover	7.96	9464	2017
140	Soulslayer～灭魂·误佳期～	7.96	657	2017
141	X-Morph: Defense	7.95	3789	2017
142	TY the Tasmanian Tiger 2	7.95	738	2017
143	Blackberry Honey	7.94	613	2017
144	3030 Deathwar Redux - A Space Odyssey	7.94	1129	2017
145	Fallout Shelter	7.94	73647	2017
146	20XX	7.94	4387	2017
147	Hakuoki: Kyoto Winds	7.93	1862	2017
148	Pyre	7.93	8993	2017
149	Another Adventure	7.93	4331	2017
150	Fantasynth One	7.93	473	2017
151	Super Fancy Pants Adventure	7.93	1984	2017
152	Full Throttle Remastered	7.93	2858	2017
153	Oik 2	7.93	1325	2017
154	弹幕音乐绘 ～风雷幻奏曲～ / Barrage Musical ~A Fantasy of Tempest~	7.93	348	2017
155	The Painscreek Killings	7.93	5084	2017
156	Crimson Gray	7.93	423	2017
157	Milkmaid of the Milky Way	7.92	516	2017
158	Chroma Lab	7.92	326	2017
159	b	7.92	4167	2017
160	Google Spotlight Stories: Pearl	7.92	370	2017
161	Heart's Medicine - Hospital Heat	7.92	353	2017
162	Fate/EXTELLA	7.91	4323	2017
163	Bendy and the Ink Machine	7.91	28840	2017
164	Your Smile Beyond Twilight:黄昏下的月台上	7.9	588	2017
165	SPACEPLAN	7.9	3066	2017
166	Ukrainian ball in search of gas	7.9	828	2017
167	RUINER	7.89	11514	2017
168	Sky Rogue	7.89	1148	2017
169	Brigand: Oaxaca	7.89	474	2017
170	She Remembered Caterpillars	7.89	520	2017
171	Zup! 3	7.88	5495	2017
172	Kingsway	7.88	1635	2017
173	Dead Horizon: Origin	7.88	369	2017
174	Bad Dream: Coma	7.88	2113	2017
175	Yomawari: Midnight Shadows	7.88	871	2017
176	Fight'N Rage	7.88	2947	2017
177	SIMULACRA	7.88	4341	2017
178	Bud Spencer & Terence Hill - Slaps And Beans	7.88	1892	2017
179	Project Rhombus	7.87	1402	2017
180	911 Operator	7.87	16348	2017
181	qop 2	7.87	541	2017
182	1982	7.87	791	2017
183	Arcade Moonlander	7.87	1163	2017
184	RiME	7.87	5059	2017
185	Splasher	7.87	1107	2017
186	Spark the Electric Jester	7.87	1351	2017
187	NieR:Automata™	7.86	138408	2017
188	UBERMOSH Vol.5	7.86	757	2017
189	Solar Settlers	7.86	297	2017
190	Stay! Stay! Democratic People's Republic of Korea!	7.86	578	2017
191	Love Ribbon	7.85	1874	2017
192	Engare	7.85	450	2017
193	Battle Brothers	7.85	23908	2017
194	Graze Counter	7.85	290	2017
195	PAKO 2	7.85	395	2017
196	Mutant Football League	7.85	818	2017
197	SiNKR	7.85	529	2017
198	Yorkshire Gubbins	7.85	168	2017
199	Superdimension Neptune VS Sega Hard Girls	7.84	964	2017
200	Shovel Knight: Specter of Torment	7.84	465	2017
201	Ultimate General: Civil War	7.84	7896	2017
202	Vanquish	7.84	7106	2017
203	Darkarta: A Broken Heart's Quest Collector's Edition	7.84	899	2017
204	Golden Krone Hotel	7.84	308	2017
205	Together We Live	7.84	130	2017
206	Zup! 4	7.84	2978	2017
207	STAR WARS™ Battlefront™ II	7.83	64937	2017
208	I Can't Believe It's Not Gambling	7.83	1637	2017
209	The Caribbean Sail	7.83	498	2017
210	Agatha Knife	7.83	567	2017
211	Rez Infinite	7.82	1156	2017
212	Mini Ghost	7.82	410	2017
213	RollerCoaster Tycoon® Classic	7.82	2499	2017
214	Bulletstorm: Full Clip Edition	7.82	8340	2017
215	Jumps	7.82	322	2017
216	Kitten Adventures in City Park	7.82	625	2017
217	Zwei: The Ilvard Insurrection	7.82	667	2017
218	Mothlight	7.82	406	2017
219	KARAKARA2	7.82	623	2017
220	Disgaea 2 PC	7.82	1564	2017
221	Super Cakeboy	7.81	104	2017
222	Diamo XL	7.81	533	2017
223	Press X to Not Die	7.81	3886	2017
224	Hoshizora no Memoria -Wish upon a Shooting Star- HD	7.81	329	2017
225	Super Blood Hockey	7.81	1034	2017
226	Darkestville Castle	7.81	627	2017
227	LOVE 2: kuso	7.81	210	2017
228	Immortal Redneck	7.81	3169	2017
229	Death Coming/死神来了	7.8	3241	2017
230	Cat or Bread?	7.8	751	2017
231	Tiny Town VR	7.8	1069	2017
232	Neko Navy	7.8	148	2017
233	Scanner Sombre	7.8	4057	2017
234	Rising Storm 2: Vietnam	7.8	56843	2017
235	Ys SEVEN	7.8	894	2017
236	Fidel Dungeon Rescue	7.8	391	2017
237	Max's Big Bust - A Captain Nekorai Tale	7.79	128	2017
238	Sakura no Mori † Dreamers	7.78	987	2017
239	qop	7.78	1102	2017
240	Cube Racer	7.78	1931	2017
241	Panty Party	7.78	1087	2017
242	Bomber Crew	7.78	14531	2017
243	LineWay	7.78	521	2017
244	McOsu	7.78	6172	2017
245	Metal as Phuk	7.78	247	2017
246	Sky Knights	7.77	410	2017
247	Show It 2 Me	7.77	139	2017
248	Pinball Deluxe: Reloaded	7.77	180	2017
249	Griptape Backbone	7.77	524	2017
250	Sweetest Monster	7.77	596	2017
1	RimWorld	8.74	206990	2018
2	Bloons TD 6	8.72	349727	2018
3	Subnautica	8.69	309355	2018
4	Celeste	8.66	117719	2018
5	Dead Cells	8.66	166039	2018
6	The Forest	8.62	621770	2018
7	GRIS	8.56	82314	2018
8	Just Shapes & Beats	8.53	21278	2018
9	Mirror	8.53	85985	2018
10	DUSK	8.52	23184	2018
11	Return of the Obra Dinn	8.5	28457	2018
12	Kenshi	8.5	95241	2018
13	Yakuza 0	8.49	72652	2018
14	Epic Battle Fantasy 5	8.47	5493	2018
15	Zup! S	8.46	14774	2018
16	Summer Pockets	8.45	4090	2018
17	Cube Escape: Paradox	8.44	10261	2018
18	Ultimate Custom Night	8.43	57811	2018
19	House Flipper	8.39	94306	2018
20	Farming Simulator 19	8.39	74296	2018
21	Fox Hime Zero	8.39	5645	2018
22	Lethal League Blaze	8.36	6377	2018
23	Hello Charlotte EP3: Childhood's End	8.36	2537	2018
24	The Room Three	8.36	11917	2018
25	The Void Rains Upon Her Heart	8.36	1608	2018
26	Zup! X	8.35	6590	2018
27	Coloring Pixels	8.34	7789	2018
28	NEKOPARA Extra	8.34	3826	2018
29	FAR: Lone Sails	8.33	20655	2018
30	Among Us	8.33	698898	2018
31	STEINS;GATE 0	8.33	6752	2018
32	The Walking Dead: The Final Season	8.32	19060	2018
33	Into the Breach	8.31	19943	2018
34	Flowers -Le volume sur ete-	8.31	1198	2018
35	Lobotomy Corporation | Monster Management Simulation	8.3	42733	2018
36	Kingdom Rush Origins - Tower Defense	8.3	6976	2018
37	Mark of the Ninja: Remastered	8.3	6086	2018
38	Meteor 60 Seconds!	8.3	4666	2018
39	Airships: Conquer the Skies	8.28	5810	2018
40	Farm Together	8.28	21657	2018
41	Frostpunk	8.28	121483	2018
42	Acting Lessons	8.28	5110	2018
43	Maitetsu:Pure Station	8.28	3572	2018
44	Yoku's Island Express	8.28	4770	2018
45	Fear & Hunger	8.27	15922	2018
46	Miracle Snack Shop	8.26	2270	2018
47	Liftoff®: FPV Drone Racing	8.26	10716	2018
48	Door Kickers: Action Squad	8.26	10084	2018
49	DARK SOULS™: REMASTERED	8.25	124519	2018
50	Rusty Lake Paradise	8.24	5517	2018
51	DISTRAINT 2	8.23	4281	2018
52	SYNTHETIK: Legion Rising	8.23	12661	2018
53	Zup! 8	8.23	4286	2018
54	KovaaK's	8.22	34643	2018
55	The Red Strings Club	8.22	12639	2018
56	The Witch's House MV	8.21	3388	2018
57	永冻之壳 The Shell of Permafrost	8.2	1173	2018
58	The House in Fata Morgana: A Requiem for Innocence	8.2	1344	2018
59	Parkitect	8.2	7505	2018
60	Higurashi When They Cry Hou - Ch.6 Tsumihoroboshi	8.2	674	2018
61	Noel the Mortal Fate S1-7	8.2	2561	2018
62	Unavowed	8.19	2360	2018
63	Bean Battles	8.19	9780	2018
64	DYO	8.19	1572	2018
65	Do Not Feed the Monkeys	8.19	10625	2018
66	Wandersong	8.19	3585	2018
67	My Brother Rabbit	8.19	1885	2018
68	Yume Nikki	8.18	8394	2018
69	CrossCode	8.18	16715	2018
70	Monster Prom	8.18	13816	2018
71	Akane	8.17	2778	2018
72	Rolling Line	8.17	2158	2018
73	one night, hot springs	8.17	2847	2018
74	Scalak	8.17	998	2018
75	Moss	8.16	3195	2018
76	Megaquarium	8.16	3348	2018
77	Bad North: Jotunn Edition	8.16	11902	2018
78	The Messenger	8.16	11691	2018
79	The Crown of Leaves	8.16	2061	2018
80	Guns, Gore and Cannoli 2	8.15	4794	2018
81	The Ditzy Demons Are in Love With Me	8.15	1505	2018
82	The Hex	8.15	4869	2018
83	Crash Bandicoot™ N. Sane Trilogy	8.15	17821	2018
84	Dungreed	8.15	9140	2018
85	RetroMaze	8.15	1444	2018
86	I'm on Observation Duty	8.15	1949	2018
87	Bloodstained: Curse of the Moon	8.14	4234	2018
88	Two Point Hospital	8.14	33077	2018
89	ZeroRanger	8.14	1764	2018
90	東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival	8.14	1370	2018
91	OH MY GOD, LOOK AT THIS KNIGHT	8.14	2068	2018
92	Jet Island	8.14	1692	2018
93	The Awesome Adventures of Captain Spirit	8.14	14161	2018
94	Marie's Room	8.14	6431	2018
95	428: Shibuya Scramble	8.14	2772	2018
96	Delete	8.13	1566	2018
97	Hentai Girl	8.13	14325	2018
98	Ding Dong XL	8.12	851	2018
99	Mhakna Gramura and Fairy Bell	8.12	628	2018
100	UNDER NIGHT IN-BIRTH Exe:Late[cl-r]	8.12	3786	2018
101	Hentai Girl Linda	8.11	4749	2018
102	Overcooked! 2	8.1	71466	2018
103	Google Spotlight Stories: Age of Sail	8.1	463	2018
104	Devil May Cry HD Collection	8.1	14173	2018
105	Reentry - A Space Flight Simulator	8.1	808	2018
106	Kaori After Story	8.1	454	2018
107	Pit People®	8.1	7995	2018
108	Katamari Damacy REROLL	8.09	5978	2018
109	Chinese Parents	8.09	25469	2018
110	PIPE by BMX Streets	8.09	6192	2018
111	A Raven Monologue	8.09	2642	2018
112	Secret Little Haven	8.09	444	2018
113	BallisticNG	8.09	3277	2018
114	Hexologic	8.09	1246	2018
115	DRAGON BALL FighterZ	8.09	72625	2018
116	Super Ledgehop: Double Laser	8.08	744	2018
117	Zero-K	8.08	3849	2018
118	TSIOQUE	8.08	1792	2018
119	Swarmlake	8.07	1836	2018
120	ISLAND	8.07	1644	2018
121	Horizon Chase Turbo	8.07	5589	2018
122	TerraTech	8.07	23175	2018
123	Granny	8.07	5144	2018
124	EXAPUNKS	8.07	1753	2018
125	The Bard's Tale Trilogy	8.07	1403	2018
126	Adventure of a Lifetime	8.07	834	2018
127	Distance	8.06	7132	2018
128	Genital Jousting	8.06	10956	2018
129	Hakuoki: Edo Blossoms	8.06	919	2018
130	The Jackbox Party Pack 5	8.05	2781	2018
131	Hentai Girl Hime	8.05	4147	2018
132	Montaro RE	8.05	1314	2018
133	Warhammer 40,000: Mechanicus	8.05	13273	2018
134	Gachi Heroes	8.04	2229	2018
135	The Legend of Heroes: Trails of Cold Steel II	8.04	2801	2018
136	The Gardens Between	8.04	2682	2018
137	Cheeky Chooks	8.04	2663	2018
138	Aimtastic	8.04	2647	2018
139	Donut County	8.03	10303	2018
140	Overload	8.03	2004	2018
141	Kingdom Two Crowns	8.03	31824	2018
142	Wizard of Legend	8.03	20413	2018
143	Assassin's Creed® Odyssey	8.03	170329	2018
144	Frog Detective 1: The Haunted Island	8.02	4956	2018
145	Wolf Tails	8.02	903	2018
146	TREE	8.02	2218	2018
147	Golf Peaks	8.01	839	2018
148	Age of History II	8.01	45686	2018
149	Crystalline	8.01	1352	2018
150	Monster Hunter: World	8	488874	2018
151	FRAMED Collection	8	2864	2018
152	Mutant Year Zero: Road to Eden	8	19848	2018
153	7 Billion Humans	8	1929	2018
154	淑女同萌！	8	838	2018
155	Copy Kitty	7.99	379	2018
156	Fate Seeker	7.99	13237	2018
157	Lost in Vivo	7.99	3553	2018
158	Rust	7.99	1208138	2018
159	Siralim 3	7.99	973	2018
160	Zup! Zero 2	7.98	1208	2018
161	Fureraba ~Friend to Lover~	7.98	349	2018
162	Romance of the Three Kingdoms XI with Power Up Kit	7.98	3529	2018
163	Duck Souls	7.98	310	2018
164	Equilinox	7.98	2936	2018
165	LEGO® DC Super-Villains	7.97	6781	2018
166	Simson Tuningwerkstatt 3D	7.97	340	2018
167	WhiteLily 1：丽丽公主	7.97	1205	2018
168	Speed Dating for Ghosts	7.97	516	2018
169	Fallen Hero: Rebirth	7.97	420	2018
170	Ghost of a Tale	7.97	4856	2018
171	Touhou Genso Wanderer -Reloaded-	7.97	1799	2018
172	Racket: Nx	7.97	526	2018
173	Broken Reality	7.96	1989	2018
174	Cateau	7.95	417	2018
175	东方试闻广纪 ~ Perfect Memento of Touhou Question	7.95	878	2018
176	Sunset Overdrive	7.95	12604	2018
177	Pummel Party	7.95	53388	2018
178	A Light in the Dark	7.95	1703	2018
179	Totally Accurate Battlegrounds	7.95	86715	2018
180	Monobeno	7.94	640	2018
181	Russian Subway Dogs	7.94	260	2018
182	Paradise Cleaning!	7.94	1324	2018
183	DX-Ball 2: 20th Anniversary Edition	7.94	462	2018
184	GROUND BRANCH	7.94	21159	2018
185	Nowhere Patrol	7.93	217	2018
186	Your Dry Delight	7.93	692	2018
187	Mini-Dead	7.93	867	2018
188	VR Flush	7.92	798	2018
189	Obenseuer	7.92	969	2018
190	Lake of Voices	7.92	586	2018
191	killer7	7.91	3360	2018
192	神社的百合香 ~ Floral Aroma in the Shrine	7.91	736	2018
193	Space Between Worlds	7.91	473	2018
194	La Rana	7.9	430	2018
195	Timberman VS	7.9	3414	2018
196	Neverwinter Nights: Enhanced Edition	7.9	8458	2018
197	FINAL FANTASY XII THE ZODIAC AGE	7.9	8453	2018
198	Dark Deception	7.89	20865	2018
199	The Adventure Pals	7.89	1856	2018
200	Snow Daze: The Music of Winter Special Edition	7.89	1339	2018
201	Love's Sweet Garnish	7.89	745	2018
202	For The King	7.88	41112	2018
203	A Way Out	7.88	80557	2018
204	Touhou: Scarlet Curiosity	7.88	1217	2018
205	OPUS: Rocket of Whispers	7.88	1561	2018
206	Lucah: Born of a Dream	7.88	477	2018
207	A Book of Beasts and Buddies	7.88	396	2018
208	Hiveswap Friendsim	7.88	1340	2018
209	Thief Simulator	7.88	35061	2018
210	LUMINES REMASTERED	7.88	623	2018
211	The Vagrant	7.87	8195	2018
212	Guacamelee! 2	7.87	3131	2018
213	Teleportals. I swear it's a nice game	7.87	318	2018
